q_id,question
406,How long does it typically take to set up for an Origami Workshop?
406,What types of skills can participants expect to develop from this activity?
406,Is there a limit to the number of players who can join an Origami Workshop?
406,What materials do I need to prepare for the Origami Workshops?
407,What is the main objective of playing Spyfall?
407,How many players can participate in a game of Spyfall?
407,What skills can players develop while playing Spyfall?
407,How long does each round of Spyfall typically last?
407,What equipment do I need to play Spyfall?
408,What is the main objective of the game Coup?
408,How many players can join a game of Coup?
408,What age group is the game Coup suitable for?
408,How long does a typical game of Coup usually last?
408,What skills can players develop by playing Coup?
409,What is the main objective of the game Wink Murder?
409,How long does it take to set up Wink Murder before starting the game?
409,What equipment do I need to play Wink Murder with my friends?
409,Is there a maximum number of players allowed in Wink Murder?
409,What age range is appropriate for players of Wink Murder?
410,What age group is Human Bingo suitable for?
410,How many players can participate in a game of Human Bingo?
410,What equipment do I need to prepare before playing Human Bingo?
410,How long does a typical game of Human Bingo last?
410,What skills can players develop by participating in Human Bingo?
411,What is the main objective of Sardines?
411,How many players can participate in a game of Sardines?
411,What age range is suitable for playing Sardines?
411,Can you describe the basic rules of how to play Sardines?
411,What skills does playing Sardines help develop?
412,What is the main objective of the game Rummikub?
412,How many players can participate in a game of Rummikub?
412,What age group is Rummikub suitable for?
412,What skills can I develop while playing Rummikub?
412,How long does a typical game of Rummikub take to play?
413,What is the main objective of Just Dance and how do players achieve it?
413,"What age range is Just Dance suitable for, and can multiple players join in?"
413,What do players need in terms of equipment to play Just Dance?
413,Can you explain the setup time and the ideal space for playing Just Dance?
413,What skills does Just Dance help to develop while playing?
414,What is the objective of the game Memory Match?
414,How many players can participate in Memory Match at once?
414,What age range is suitable for playing Memory Match?
414,What skills does Memory Match help develop?
414,How long does a typical game of Memory Match last?
415,What are the main objectives of the Paper Airplane Contest?
415,How many players can participate in the Paper Airplane Contest?
415,What age range is suitable for participants in the Paper Airplane Contest?
415,What kind of skills can participants develop by playing the Paper Airplane Contest?
415,How much setup time is needed before starting the Paper Airplane Contest?
416,What type of game is Name That Tune and how do you play it?
416,How many players can participate in Name That Tune at the same time?
416,What age group is Name That Tune suitable for?
416,What skills can players develop by playing Name That Tune?
416,How long does it typically take to set up the game before we start playing?
417,What is the main objective of the game Boxercise?
417,What age range is Boxercise suitable for?
417,What equipment do I need to participate in Boxercise?
417,Can you tell me about the skills that can be developed through Boxercise?
